,id,name_x,artist_ids,explicit,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,year,title,rank,date,artist,region,streams,DATE,Year,name_y
439155,463CkQjx2Zk1yXoBuierM9,Levitating (feat. DaBaby),"['6M2wZ9GZgrQXHCFfjv46we', '4r63FhuTkUYltbVAg5TQnk']",False,0.7020000000000001,0.825,-3.787,0.0601,0.00883,0.0,0.0674,0.915,102.977,203064,2020,Levitating (feat. DaBaby),173,2020-10-02,Dua Lipa,Austria,5993.0,2020-10-02,2020,Levitating (feat. DaBaby)
439318,6FiySur7YZL0Kff2YVGsEB,Right Foot Creep,['7wlFDEWiM5OoIAt8RSli8b'],True,0.725,0.79,-4.773,0.327,0.346,0.0,0.195,0.815,157.99,159086,2020,Right Foot Creep,88,2020-09-11,YoungBoy Never Broke Again,United States,326165.0,2020-09-11,2020,Right Foot Creep
439319,4d4xKoetLGJZMOlqZjHsLc,Tutti a casa (feat. J-AX),"['1xqolkIzTFMmqgCuD48WNt', '2iK8weavvfS2xJCmzNzNE5']",False,0.716,0.939,-3.823,0.2769999999999999,0.119,0.0,0.256,0.677,128.05200000000002,178594,2018,Tutti a casa (feat. J-AX),60,2018-11-16,Shade,Italy,75805.0,2018-11-16,2018,Tutti a casa (feat. J-AX)
439322,41Ic4tOAkz5NMfNNQ14bW6,Bene ma non benissimo,['1xqolkIzTFMmqgCuD48WNt'],True,0.84,0.942,-2.596,0.214,0.0913,0.0,0.0914,0.855,127.957,192422,2018,Bene ma non benissimo,146,2018-11-16,Shade,Italy,41443.0,2018-11-16,2018,Bene ma non benissimo
439324,5PI6QllATCUZh7tjvLIbqo,Severo ma giusto,['1xqolkIzTFMmqgCuD48WNt'],False,0.741,0.979,-2.126,0.1669999999999999,0.175,0.0,0.0797,0.7020000000000001,127.939,171094,2018,Severo ma giusto,108,2018-11-16,Shade,Italy,52540.0,2018-11-16,2018,Severo ma giusto
439434,3j3UnNLCAizxKJhtqQFhKx,Amore a prima insta,['1xqolkIzTFMmqgCuD48WNt'],False,0.755,0.967,-3.31,0.0683,0.0722,0.0,0.303,0.738,123.977,182177,2018,Amore a prima insta,156,2018-11-16,Shade,Italy,40147.0,2018-11-16,2018,Amore a prima insta
439437,7gjfIUQYn0a7L4kQANIs1j,Je t'aime (feat. Bouchra),"['1xqolkIzTFMmqgCuD48WNt', '6g4qVHTx9FSc3tOihenuN3']",False,0.7659999999999999,0.946,-4.682,0.215,0.0756,0.0,0.0245,0.8490000000000001,109.981,168545,2018,Je t'aime (feat. Bouchra),133,2018-11-16,Shade,Italy,44446.0,2018-11-16,2018,Je t'aime (feat. Bouchra)
439438,3rHqzYbwInXPbNaTxYt6jk,Jesus Christ Webstar,['1xqolkIzTFMmqgCuD48WNt'],False,0.723,0.893,-3.062,0.287,0.105,0.0,0.626,0.915,109.968,232500,2018,Jesus Christ Webstar,188,2018-11-16,Shade,Italy,35205.0,2018-11-16,2018,Jesus Christ Webstar
439439,571rp5YwvdDOs2940lYqLg,Turn of the Tide,['4NwacAakrdNGNinNP54KTQ'],False,0.6659999999999999,0.816,-5.312,0.0529,0.337,0.000168,0.418,0.8109999999999999,145.968,197600,2020,Turn of the Tide,55,2020-09-04,SKAAR,Norway,27834.0,2020-09-04,2020,Turn of the Tide
439443,5XqCz18k96K8tx6DAYM97i,PA' ROMPERLA,"['4q3ewBCX7sLwd24euuV69X', '33ScadVnbm2X8kkUqOkC6Z']",True,0.772,0.83,-5.019,0.0599,0.016,0.0,0.0843,0.6970000000000001,94.011,194200,2020,PA' ROMPERLA,149,2020-06-01,"Bad Bunny, Don Omar",Argentina,25758.0,2020-06-01,2020,PA' ROMPERLA
441813,7sEwz6PjhQ1bbSSWb6IBid,Zoo,['1z4g3DjTBBZKhvAroFlhOM'],False,0.667,0.905,-4.268,0.16,0.0366,0.0,0.71,0.6970000000000001,109.021,204833,2017,Zoo,132,2017-07-09,Red Velvet,Indonesia,6993.0,2017-07-09,2017,Zoo
441845,5RsUlxLto4NZbhJpqJbHfN,Jessie's Girl,['6IFXsrXBpwbIqtOUOiAa3p'],False,0.727,0.8320000000000001,-5.851,0.05,0.1639999999999999,0.0,0.105,0.8220000000000001,131.703,194120,1981,Jessie's Girl,133,2017-01-26,Rick Springfield,Ireland,3371.0,2017-01-26,2017,Jessie's Girl
441944,64EBMi9jViuuJZ5z0QC6Hd,Zwei,"['39KEQQAG9JhIt71g9NEVhh', '6WdjEdbgAoHeeXLwDsSgMg']",True,0.754,0.7759999999999999,-4.761,0.2769999999999999,0.315,1.25e-05,0.107,0.7040000000000001,93.149,172450,2020,Zwei,197,2020-09-18,"Azet, Albi",Germany,82908.0,2020-09-18,2020,Zwei
441948,6HmqmUxVwrYu29B6zhTBaM,Baller sie weg,"['39KEQQAG9JhIt71g9NEVhh', '6WdjEdbgAoHeeXLwDsSgMg']",True,0.847,0.8270000000000001,-4.636,0.0774,0.0937,0.000171,0.0934,0.6559999999999999,123.958,143593,2020,Baller sie weg,182,2020-09-18,"Azet, Albi",Austria,5887.0,2020-09-18,2020,Baller sie weg
441953,39sOp04w7a6tzvHPcpnPf7,Pa Encima,"['12vb80Km0Ew53ABfJOepVz', '5lFhCi03HDneWzvCxGctrT']",False,0.8540000000000001,0.795,-4.596,0.0549,0.332,0.0,0.288,0.899,90.005,271454,2020,Pa Encima,113,2020-05-15,"Ñengo Flow, Jory Boy",Chile,31283.0,2020-05-15,2020,Pa Encima
441955,2wUgG5Fr9PQcIbKRfVJ76C,Pa Ti - Spanglish Version,"['2DlGxzQSjYe5N6G9nkYghR', '1r4hJ1h58CWwUQe3MxPuau']",False,0.856,0.767,-2.365,0.0415,0.244,0.000358,0.0648,0.787,140.031,229549,2020,Pa Ti - Spanglish Version,168,2020-10-01,"Jennifer Lopez, Maluma",Bolivia,2282.0,2020-10-01,2020,Pa Ti - Spanglish Version
442025,0AGS6ZRgzobrazmCi6pYMe,Na Raba Toma Tapão,['5uYe4bcAXlMP7d4mrOYkML'],False,0.962,0.787,1.509,0.0554,0.6659999999999999,5.739999999999999e-05,0.176,0.968,130.003,165231,2020,Na Raba Toma Tapão,1,2020-06-15,Niack,Brazil,546044.0,2020-06-15,2020,Na Raba Toma Tapão
442641,3dPtXHP0oXQ4HCWHsOA9js,夜に駆ける,['64tJ2EAv1R6UaZqc4iOCyj'],False,0.67,0.8740000000000001,-5.221,0.0305,0.00231,1.7199999999999998e-05,0.3,0.789,130.041,261013,2019,夜に駆ける,10,2020-05-01,YOASOBI,Japan,99113.0,2020-05-01,2020,夜に駆ける
445194,2GTCK8zYHwkcu0i0jtKjFz,Perdiendo la Cabeza,"['39yVoqm6sYFvvqF1RciUVf', '4obzFoKoKRHIphyHzJ35G3', '4QVBYiagIaa6ZGSPMbybpy']",False,0.7390000000000001,0.8370000000000001,-3.128,0.198,0.0917,0.0,0.292,0.73,167.891,165359,2020,Perdiendo la Cabeza,186,2020-05-01,"Carlos Rivera, Becky G, Pedro Capó",Bolivia,1700.0,2020-05-01,2020,Perdiendo la Cabeza
445934,1WQ7vQzj05YlBPrzrL4lJD,Pari kilometriä (feat. Diandra),"['18KcOgLds5SUgIpQIveiJN', '1Pk1wOWlZbizyfAptxFHxg']",False,0.7509999999999999,0.86,-5.134,0.0925,0.311,4.88e-05,0.0838,0.768,95.997,209052,2017,Pari kilometriä (feat. Diandra),47,2017-08-01,Keko Salata,Finland,23651.0,2017-08-01,2017,Pari kilometriä (feat. Diandra)
446200,3U3STxSn8EgiwtbgG7g6k1,Riot,['7d3WFRME3vBY2cgoP38RDo'],True,0.853,0.852,-5.063,0.201,0.0236,0.0,0.342,0.8320000000000001,98.022,166458,2020,Riot,179,2020-06-03,Lil Skies,Canada,29356.0,2020-06-03,2020,Riot
446239,1goKool6enlNDiX7ruBmT6,Raganu Nakts,['65Q6uD7cHhu4QYbGxEU9dF'],False,0.848,0.86,-6.064,0.155,0.0060799999999999,0.0,0.122,0.7290000000000001,133.97799999999998,190100,2018,Raganu Nakts,114,2020-06-23,Tautumeitas,Latvia,2186.0,2020-06-23,2020,Raganu Nakts
446258,71rHHK9L22rVdmofJTjuSd,Go Somewhere,"['0DdDnziut7wOo6cAYWVZC5', '3SYnDj7btg9gFY7ps8m5d5']",False,0.706,0.78,-5.587999999999999,0.154,0.0105,0.0,0.1639999999999999,0.677,124.022,174481,2019,Go Somewhere,125,2019-08-16,"KREAM, RANI",Norway,14703.0,2019-08-16,2019,Go Somewhere
446259,0YlEjvg85EnpsJ0G5lk4Jp,Timeout,['5ysOQVQHHU9GJZBKmZMRHv'],True,0.8740000000000001,0.82,-6.231,0.251,0.466,0.132,0.124,0.659,150.047,89305,2020,Timeout,83,2020-06-01,Azteca,Romania,3277.0,2020-06-01,2020,Timeout
446268,2hDe0Ls5mVqs1XJqv7sbcM,Fútbol & Rumba (feat. Enrique Iglesias),"['2R21vXR83lH98kGeO99Y66', '7qG3b048QCHVRO5Pv1T5lw']",True,0.735,0.916,-2.082,0.1169999999999999,0.397,2.91e-06,0.0918,0.691,167.99400000000003,221429,2020,Fútbol & Rumba (feat. Enrique Iglesias),91,2020-06-01,Anuel AA,Argentina,33178.0,2020-06-01,2020,Fútbol & Rumba (feat. Enrique Iglesias)
447577,7kOf0qHO4Rcwk6QJifZDRJ,El Manual,['2R21vXR83lH98kGeO99Y66'],False,0.843,0.845,-2.344,0.0503,0.35,0.00168,0.0527,0.898,126.989,210624,2020,El Manual,52,2020-06-01,Anuel AA,Chile,51933.0,2020-06-01,2020,El Manual
448434,6NfC2FKfsfzuLIF4lThw0A,Así Soy Yo,"['2R21vXR83lH98kGeO99Y66', '4q3ewBCX7sLwd24euuV69X']",True,0.732,0.807,-3.424,0.1159999999999999,0.445,0.0015199999999999,0.0975,0.7240000000000001,176.02599999999995,226379,2020,Así Soy Yo,194,2020-06-01,"Anuel AA, Bad Bunny",Bolivia,1730.0,2020-06-01,2020,Así Soy Yo
448805,2WzUy86kPLYRLRwLtinZ1x,Rifles Rusos,"['2R21vXR83lH98kGeO99Y66', '3SUT1jjM5hzZj9TLfLZGIP']",True,0.713,0.77,-4.779,0.1009999999999999,0.0587,0.0005009999999999,0.3389999999999999,0.684,87.969,261500,2020,Rifles Rusos,115,2020-06-01,"Anuel AA, Tego Calderon",Chile,28202.0,2020-06-01,2020,Rifles Rusos
448875,2ab4xGVMBb14NpPrj4xDq5,Money Mouf,"['5LHRHt1k9lMyONurDHEdrp', '6cK3NBO6uP7hh0oyuVELFl', '0A0FS04o6zMoto8OKPsDwY']",True,0.968,0.7929999999999999,-4.645,0.256,0.0013599999999999,0.0,0.0814,0.7929999999999999,105.012,211704,2020,Money Mouf,160,2020-09-18,"Tyga, Saweetie, YG",Canada,34787.0,2020-09-18,2020,Money Mouf
448882,36knYZNgwftBUhMZOzmtmE,Ei suomalaiset tanssi,['0JTMRuiDzOCjWuYtWMgv2s'],False,0.7120000000000001,0.857,-5.125,0.0369,0.000452,2.46e-06,0.617,0.894,110.003,198993,2018,Ei suomalaiset tanssi,83,2018-06-01,Haloo Helsinki!,Finland,15442.0,2018-06-01,2018,Ei suomalaiset tanssi
449352,4rXZrKBGVRh98LnKxbda91,B.L.T (BLING LIKE THIS),['3KonOYiLsU53m4yT7gNotP'],False,0.7170000000000001,0.807,-5.9579999999999975,0.0669,0.0429,0.0,0.34,0.6459999999999999,128.003,205080,2020,B.L.T (BLING LIKE THIS),175,2020-09-19,TREASURE,Indonesia,31930.0,2020-09-19,2020,B.L.T (BLING LIKE THIS)
449358,7rfiXyFb5M9BqdkvKvVEiB,"My Love (feat. Major Lazer, WizKid, Dua Lipa)","['67nwj3Y5sZQLl72VNUHEYE', '738wLrAtLtCtFOLvQBXOXp', '3tVQdUvClmAT7URs9V3rsp', '6M2wZ9GZgrQXHCFfjv46we']",False,0.728,0.8109999999999999,-4.2780000000000005,0.0564,0.0453,2.07e-06,0.362,0.705,114.995,228707,2017,"My Love (feat. Major Lazer, WizKid, Dua Lipa)",142,2017-08-01,Wale,Austria,2232.0,2017-08-01,2017,"My Love (feat. Major Lazer, WizKid, Dua Lipa)"
449867,381g0b6QZxC13SzA2HRMIc,Power Up,['1z4g3DjTBBZKhvAroFlhOM'],False,0.732,0.934,-4.618,0.144,0.0774,0.00745,0.306,0.898,159.998,202040,2018,Power Up,49,2018-09-01,Red Velvet,Indonesia,33439.0,2018-09-01,2018,Power Up
450465,19ehhyzTggrwMzaOzYt85g,Reckless,['3tVQdUvClmAT7URs9V3rsp'],False,0.6890000000000001,0.7959999999999999,-5.278,0.223,0.00122,3.44e-06,0.146,0.662,95.883,233160,2020,Reckless,102,2020-10-30,WizKid,South Africa,3811.0,2020-10-30,2020,Reckless
450466,2YjWAJEES4VMcwoOWvqk08,HKF (Håll käften & försvinn),['6HYjkczJfUdGcwIGPOq5P2'],True,0.843,0.8220000000000001,-4.337,0.2,0.179,0.0,0.0656,0.7509999999999999,125.0,190978,2020,HKF (Håll käften & försvinn),49,2021-07-01,Myra Granberg,Sweden,45150.0,2021-07-01,2021,HKF (Håll käften & försvinn)
450977,04bzlO955WqIxagSC16410,Då kan dom inte ta oss,['6HYjkczJfUdGcwIGPOq5P2'],False,0.665,0.863,-4.4060000000000015,0.121,0.00817,0.0,0.115,0.652,117.07,152996,2020,Då kan dom inte ta oss,101,2020-07-10,Myra Granberg,Sweden,30129.0,2020-07-10,2020,Då kan dom inte ta oss
450978,5ryjlKuQ1J5cACtZ7BdZ9z,Last Christmas,['6JL8zeS1NmiOftqZTRgdTz'],False,0.664,0.7829999999999999,-5.157,0.0343,0.00407,0.00373,0.5539999999999999,0.65,111.97,243840,2020,Last Christmas,195,2020-12-24,Meghan Trainor,Sweden,54851.0,2020-12-24,2020,Last Christmas
450979,0Yeh2VJCsxSgbftSGTiUbN,"Holidays (feat. Earth, Wind & Fire)","['6JL8zeS1NmiOftqZTRgdTz', '4QQgXkCYTt3BlENzhyNETg']",False,0.7,0.884,-3.988,0.177,0.0084099999999999,0.0,0.1009999999999999,0.852,131.977,165333,2020,"Holidays (feat. Earth, Wind & Fire)",165,2020-12-23,Meghan Trainor,Hungary,5197.0,2020-12-23,2020,"Holidays (feat. Earth, Wind & Fire)"
451019,0OwSIR2cx1HhPVR2eWNQu1,Scary Nights,['02kJSzxNuaWGqwubyUba0Z'],True,0.634,0.82,-4.0360000000000005,0.347,0.0267,0.0,0.144,0.7020000000000001,89.369,236480,2019,Scary Nights,97,2019-10-18,G-Eazy,Hungary,3180.0,2019-10-18,2019,Scary Nights
451022,5bzaS5tAni5oUpW7bWVdtY,I Wanna Rock (feat. Gunna),"['02kJSzxNuaWGqwubyUba0Z', '2hlmm7s2ICUX0LVIhVFlZQ']",True,0.777,0.851,-3.801,0.0844,0.00769,0.0,0.14,0.698,100.038,163387,2019,I Wanna Rock (feat. Gunna),132,2019-11-01,G-Eazy,Canada,39233.0,2019-11-01,2019,I Wanna Rock (feat. Gunna)
451130,2q83iIfEGIk8kyrdT4uYOG,Elektrisk,"['3N4FiTxpPQRsrihmTMN349', '48XeauxB5rhLPXPtACuuUR']",False,0.679,0.903,-5.3260000000000005,0.04,0.00595,4.71e-06,0.118,0.84,127.977,200027,2015,Elektrisk,106,2017-01-01,"Marcus & Martinus, Katastrofe",Norway,10722.0,2017-01-01,2017,Elektrisk
451699,39umHdGKfpnjY4TFtnoQ51,Too Much (feat. Usher),"['64KEffDW9EtZ1y2vBYgq8T', '5rGrDvrLOV2VV8SCFVGWlj', '23zg3TcAtWQy7J6upgbUnj']",False,0.7120000000000001,0.8909999999999999,-2.76,0.0401,0.00415,0.0,0.258,0.735,126.012,165704,2020,Too Much (feat. Usher),119,2020-10-23,"Marshmello, Imanbek",Austria,6988.0,2020-10-23,2020,Too Much (feat. Usher)
451730,6rmXhRIemCTPyMYZRDN7Qg,Black Magic,['3e7awlrlDSwF3iM0WBjGMp'],False,0.7759999999999999,0.875,-5.535,0.0575,0.0343,0.0,0.314,0.8490000000000001,111.988,211786,2015,Black Magic,165,2020-10-31,Little Mix,United Kingdom,60308.0,2020-10-31,2020,Black Magic
451731,37ZtpRBkHcaq6hHy0X98zn,I CAN'T STOP ME,['7n2Ycct7Beij7Dj7meI4X0'],False,0.657,0.88,-3.672,0.102,0.121,0.0,0.4629999999999999,0.769,150.084,205493,2020,I CAN'T STOP ME,121,2020-10-26,TWICE,Brazil,104767.0,2020-10-26,2020,I CAN'T STOP ME
451749,3KCreWc88InXH3XuL54C5a,HELL IN HEAVEN,['7n2Ycct7Beij7Dj7meI4X0'],False,0.8,0.81,-3.82,0.0604,0.182,1.06e-06,0.107,0.6940000000000001,105.042,179320,2020,HELL IN HEAVEN,137,2020-10-26,TWICE,Hong Kong,3311.0,2020-10-26,2020,HELL IN HEAVEN
451757,1LiNP5q2thWScdvCRkJ584,UP NO MORE,['7n2Ycct7Beij7Dj7meI4X0'],False,0.7090000000000001,0.88,-2.734,0.0585,0.0298,4.46e-06,0.103,0.713,119.948,214240,2020,UP NO MORE,102,2020-10-26,TWICE,Malaysia,9046.0,2020-10-26,2020,UP NO MORE
451762,54kGRAmn3I49RPAhdWG2sp,DO WHAT WE LIKE,['7n2Ycct7Beij7Dj7meI4X0'],False,0.78,0.8959999999999999,-2.482,0.0614,0.0101,0.0,0.091,0.715,124.926,179587,2020,DO WHAT WE LIKE,117,2020-10-26,TWICE,Malaysia,8304.0,2020-10-26,2020,DO WHAT WE LIKE
451766,2gagYYY4R8QimbnFqd96ST,SAY SOMETHING,['7n2Ycct7Beij7Dj7meI4X0'],False,0.713,0.841,-4.067,0.0622,0.0859,0.0,0.0646,0.723,105.963,247360,2020,SAY SOMETHING,122,2020-10-26,TWICE,Philippines,35552.0,2020-10-26,2020,SAY SOMETHING
451767,2y6EbYibgxMVQ0T5YjZYWN,TE SUPERÉ,"['4obzFoKoKRHIphyHzJ35G3', '21451j1KhjAiaYKflxBjr1', '329e4yvIujISKGKz1BZZbO']",False,0.738,0.7829999999999999,-4.5760000000000005,0.0693,0.055,0.0,0.125,0.6990000000000001,176.02700000000004,272120,2019,TE SUPERÉ,195,2020-03-01,"Becky G, Zion & Lennox, Farruko",Uruguay,1658.0,2020-03-01,2020,TE SUPERÉ
476691,5Jq958VQwRyQFujau4TMKD,No Drama,"['4obzFoKoKRHIphyHzJ35G3', '1i8SpTcr7yvPOmcqrbnVXY']",False,0.708,0.815,-4.164,0.0692,0.166,0.0,0.523,0.855,174.024,204828,2020,No Drama,192,2020-11-01,"Becky G, Ozuna",Argentina,30420.0,2020-11-01,2020,No Drama
477011,4a5YIaK7qFu6T63GeYx1Ih,Quase uma Semana,"['1WXbiUMl1AT9Inb619xPUg', '6jBww4kwlSrjaNYP7AQPtX', '0JjPiLQNgAFaEkwoy56B1C', '0y7B2G0jNMGWyQJsOoRMUt']",False,0.8140000000000001,0.768,-5.702999999999999,0.078,0.104,0.0,0.0646,0.8,122.058,259672,2020,Quase uma Semana,133,2020-12-01,"BIN, Borges, L7NNON, Ajaxx",Brazil,104713.0,2020-12-01,2020,Quase uma Semana
477243,44r2HY8ZnKa5gJRqnKw7Sq,Payaso,['4SsVbpTthjScTS7U2hmr1X'],True,0.897,0.8029999999999999,-4.669,0.151,0.252,0.0,0.3389999999999999,0.78,94.003,188960,2020,Payaso,70,2020-10-16,Arcangel,Chile,59953.0,2020-10-16,2020,Payaso
477264,1Z5OpewMdjSaSolEvlydqB,No Se Enamora,"['4SsVbpTthjScTS7U2hmr1X', '329e4yvIujISKGKz1BZZbO']",True,0.6890000000000001,0.82,-4.343,0.253,0.261,0.0,0.5920000000000001,0.818,178.06099999999995,204080,2020,No Se Enamora,77,2020-10-16,"Arcangel, Farruko",Chile,54568.0,2020-10-16,2020,No Se Enamora
477280,217RE2TUIVqJCB6pg3nIhx,Pilonea,"['4SsVbpTthjScTS7U2hmr1X', '2oQX8QiMXOyuqbcZEFsZfm']",True,0.787,0.81,-4.5360000000000005,0.155,0.425,3.3600000000000004e-05,0.2269999999999999,0.875,98.006,188733,2020,Pilonea,111,2020-10-16,"Arcangel, El Alfa",Chile,41886.0,2020-10-16,2020,Pilonea
477293,3pnpENd2PXAKuetjLIylEr,Tussi,"['4SsVbpTthjScTS7U2hmr1X', '14zUHaJZo1mnYtn6IBRaRP', '5XJDexmWFLWOkjOEjOVX3e', '3EiLUeyEcA6fbRPSHkG5kb']",True,0.833,0.8859999999999999,-4.722,0.0607,0.256,0.0,0.0819999999999999,0.698,94.018,189467,2020,Tussi,87,2020-11-01,"Arcangel, Justin Quiles, Eladio Carrion, De La Ghetto",Argentina,48902.0,2020-11-01,2020,Tussi
479003,0Kq6RzOqkHxnfiA9OGqReU,Kick You When You're Down,['711MCceyCBcFnzjGY4Q7Un'],False,0.675,0.93,-4.515,0.0319,8.32e-05,0.000454,0.315,0.778,110.013,190333,2020,Kick You When You're Down,80,2020-11-13,AC/DC,Finland,12972.0,2020-11-13,2020,Kick You When You're Down
479012,1uhPCuhxeC9wEYl7smMByK,Systems Down,['711MCceyCBcFnzjGY4Q7Un'],False,0.649,0.8490000000000001,-4.502,0.0326,1.9e-05,0.0852,0.0949,0.8640000000000001,116.009,192640,2020,Systems Down,135,2020-11-13,AC/DC,Finland,10154.0,2020-11-13,2020,Systems Down
479015,4xliEYwFGvznc8upZ5x4uT,Сядь мне на лицо,"['2e7yDxnK4osy7nKhnqrOFM', '4jIvmo6hfAQ04NSOWPVVA3']",True,0.6459999999999999,0.947,-5.287999999999999,0.0885,0.0098,0.000487,0.775,0.665,100.024,228520,2020,Сядь мне на лицо,68,2020-11-13,"Anacondaz, кис-кис",Russia,23129.0,2020-11-13,2020,Сядь мне на лицо
479037,0CU7COVDPQRwm2mLH1DzZ5,Sad Song,['44T03OWDUjwDgg4IYgFCWi'],True,0.8240000000000001,0.7829999999999999,-5.648,0.155,0.168,0.0107,0.0893,0.695,109.994,183273,2020,Sad Song,115,2020-09-11,MARUV,Russia,13225.0,2020-09-11,2020,Sad Song
479039,7HneEBTvTra2CRYsxgMOAi,ハルジオン,['64tJ2EAv1R6UaZqc4iOCyj'],False,0.6859999999999999,0.902,-2.657,0.034,0.0591,0.0,0.3329999999999999,0.901,130.02,198000,2020,ハルジオン,52,2020-06-01,YOASOBI,Japan,47242.0,2020-06-01,2020,ハルジオン
479510,5iyZwawawLjHYpX4MxUKVF,Salt,['4npEfmQ6YuiwW1GpUmaq3F'],False,0.693,0.835,-3.242,0.0624,0.131,0.0,0.073,0.7440000000000001,128.05200000000002,180283,2020,Salt,159,2021-07-01,Ava Max,Hungary,3376.0,2021-07-01,2021,Salt
480152,5k06NOShiGa9ZxXHtavS2p,PAPÁS,['2wkoKEfS6dXwThbyTnZWFU'],False,0.774,0.852,-3.184,0.102,0.0698,0.0,0.104,0.929,92.991,193826,2020,PAPÁS,186,2020-12-01,Mau y Ricky,Argentina,27806.0,2020-12-01,2020,PAPÁS
480286,4VM4T6Z6q7A829uMSptSGF,Party Starters,['1XYuC1vxinTjHCNd5clB8C'],False,0.7829999999999999,0.887,-4.057,0.0482,0.0033299999999999,0.0,0.341,0.8,124.937,183973,2020,Party Starters,71,2020-11-01,ARASHI,Japan,43763.0,2020-11-01,2020,Party Starters
480348,35DS8Kn0d5EmObiCKEeHqY,Rudolf med röda mulen,['1qC3LsWlbrRCPVRooOX81u'],False,0.695,0.902,-5.77,0.0427,0.0122,0.0,0.223,0.961,145.046,137587,2020,Rudolf med röda mulen,193,2020-12-23,Arvingarna,Sweden,36030.0,2020-12-23,2020,Rudolf med röda mulen
480350,7eccWH0p2EE0hSPzOQ7zkX,Clima Quente - Weber & Biu do Piseiro Remix,"['6tzRZ39aZlNqlUzQlkuhDV', '2tZe8UE30z0LZQrxSk38qm', '0Pl4c5YACE9Hwq4l48d9kv']",False,0.74,0.939,-4.102,0.0528,0.1669999999999999,3.84e-06,0.281,0.762,170.03900000000004,169600,2020,Clima Quente - Weber & Biu do Piseiro Remix,179,2020-11-27,Pabllo Vittar,Brazil,105164.0,2020-11-27,2020,Clima Quente - Weber & Biu do Piseiro Remix
480351,3Sy51BuWKqYG3eUZSXXmrv,LA4AWEEK2 (feat. Swoosh God & Sloan Evans),"['4Xi6LSfFqv26XgP9NKN26U', '6jrVq7qYCGFGirqPS31MQ3', '4Q9z4se5pHimOE8PUijvkE']",True,0.867,0.78,-6.442,0.2,0.315,0.0,0.107,0.778,155.035,185835,2020,LA4AWEEK2 (feat. Swoosh God & Sloan Evans),131,2020-11-27,AJ Tracey,United Kingdom,67815.0,2020-11-27,2020,LA4AWEEK2 (feat. Swoosh God & Sloan Evans)
480352,5WApEWjvyWKP0zu6zmIjxS,Graveyard Shift (feat. slowthai),"['4Xi6LSfFqv26XgP9NKN26U', '3r1XkJ7vCs8kHBSzGvPLdP']",True,0.8140000000000001,0.7829999999999999,-5.706,0.282,0.733,0.0,0.3229999999999999,0.93,143.063,199720,2020,Graveyard Shift (feat. slowthai),172,2020-12-01,AJ Tracey,United Kingdom,56359.0,2020-12-01,2020,Graveyard Shift (feat. slowthai)
480358,5fROvzNghPid8mbKNDYvpJ,YO VISTO ASÍ,['4q3ewBCX7sLwd24euuV69X'],False,0.688,0.8809999999999999,-4.888999999999999,0.0474,0.0947,0.0,0.0804,0.677,123.013,191526,2020,YO VISTO ASÍ,194,2021-07-01,Bad Bunny,Dominican Republic,1739.0,2021-07-01,2021,YO VISTO ASÍ
