,id,name_x,artist_ids,explicit,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,year,title,rank,date,artist,region,streams,DATE,Year,name_y
28446,4bMIRaesSZwIldFWCGs96S,I Love My Friends,['7gP3bB2nilZXLfPHJhMdvc'],False,0.705,0.887,-5.167999999999998,0.0318,0.0323,0.000578,0.2269999999999999,0.873,115.97,225427,2017,I Love My Friends,126,2017-07-21,Foster The People,Taiwan,4928.0,2017-07-21,2017,I Love My Friends
28460,09S64DUkxIX9EwIaULu6yN,Sin Contrato (feat. Fifth Harmony),"['1r4hJ1h58CWwUQe3MxPuau', '1l8Fu6IkuTP0U5QetQJ5Xt']",False,0.782,0.7909999999999999,-6.037999999999999,0.102,0.144,0.0,0.1689999999999999,0.8959999999999999,96.022,181269,2015,Sin Contrato (feat. Fifth Harmony),44,2017-01-01,Maluma,Argentina,51115.0,2017-01-01,2017,Sin Contrato (feat. Fifth Harmony)
29968,6ya8ejoKgw906Y8LWclqrp,Racks in the Middle (feat. Roddy Ricch and Hit-Boy),"['0EeQBlQJFiAfJeVN2vT9s0', '757aE44tKEUQEqRuT6GnEB', '6q3p11nP1p80Ey6LrOOSed']",True,0.6709999999999999,0.833,-5.152,0.395,0.0825,0.0,0.0726,0.7020000000000001,79.351,233278,2019,Racks in the Middle (feat. Roddy Ricch and Hit-Boy),145,2019-04-01,Nipsey Hussle,Australia,33969.0,2019-04-01,2019,Racks in the Middle (feat. Roddy Ricch and Hit-Boy)
31673,1o3vlEkPJCJM4CijiVJXx5,Signs of Life,['3kjuyTCjPG1WMFCiyc5IuB'],False,0.65,0.858,-5.566,0.0458,0.00976,0.00173,0.687,0.762,113.123,276613,2017,Signs of Life,180,2017-06-30,Arcade Fire,Czech Republic,1420.0,2017-06-30,2017,Signs of Life
31886,4M2ft0utYYfDoUkIcupHSq,原宿いやほい,['7Gh6fW49xfXLP8DTWaLVJP'],False,0.662,0.975,-0.544,0.0318,0.063,0.0111,0.148,0.8059999999999999,127.995,221250,2017,原宿いやほい,73,2017-01-01,Kyary Pamyu Pamyu,Japan,1319.0,2017-01-01,2017,原宿いやほい
32016,6LOCAhFzZiavHcLJucLuDy,Don't Quit (feat. Travis Scott & Jeremih),"['0QHgL1lAIqAw0HtD7YldmP', '7CajNmpbOovFoOoasH2HaY', '0Y5tJX1MQlPlqiwlOH1tJY', '3KV3p5EY4AvKxOlhGHORLg']",True,0.652,0.8270000000000001,-3.98,0.0445,0.015,0.0,0.4320000000000001,0.659,100.011,229147,2017,Don't Quit (feat. Travis Scott & Jeremih),110,2017-07-01,"DJ Khaled, Calvin Harris",Australia,22512.0,2017-07-01,2017,Don't Quit (feat. Travis Scott & Jeremih)
32206,3YFJmxh4eG1eKXf9YVTrgU,Bedroom Warfare,['7k73EtZwoPs516ZxE72KsO'],False,0.652,0.904,-4.648,0.0335,0.000239,1.35e-06,0.104,0.708,133.98,202173,2017,Bedroom Warfare,47,2017-02-01,ONE OK ROCK,Japan,3617.0,2017-02-01,2017,Bedroom Warfare
32320,2dueLmS2fe4RM3Uc4fGy2c,Crazy Crazy (feat. Charli XCX & Kyary Pamyu Pamyu),"['2qNI3aGlywRzTkRBOy9YzG', '25uiPmTg16RbhZWAqwLBy5', '7Gh6fW49xfXLP8DTWaLVJP']",False,0.7020000000000001,0.826,-2.786,0.0447,0.0112,0.000159,0.0758,0.942,125.071,225540,2017,Crazy Crazy (feat. Charli XCX & Kyary Pamyu Pamyu),68,2017-02-01,Yasutaka Nakata,Japan,2468.0,2017-02-01,2017,Crazy Crazy (feat. Charli XCX & Kyary Pamyu Pamyu)
32389,5HiSc2ZCGn8L3cH3qSwzBT,러시안 룰렛 Russian Roulette,['1z4g3DjTBBZKhvAroFlhOM'],False,0.726,0.903,-2.277,0.0357,0.055,0.000225,0.158,0.958,129.986,211244,2016,러시안 룰렛 Russian Roulette,192,2018-02-01,Red Velvet,Thailand,1330.0,2018-02-01,2018,러시안 룰렛 Russian Roulette
32398,4CRk8QpQ2KNS7N5S2xjEjQ,Text from Your Ex (feat. Tinashe),"['0Tob4H0FLtEONHU1MjpUEp', '0NIIxcxNHmOoyBx03SfTCD']",True,0.835,0.841,-4.064,0.17,0.105,0.0,0.0635,0.767,125.006,205853,2017,Text from Your Ex (feat. Tinashe),57,2017-02-01,Tinie Tempah,Ireland,8138.0,2017-02-01,2017,Text from Your Ex (feat. Tinashe)
32615,7nKBxz47S9SD79N086fuhn,SUBEME LA RADIO (feat. Descemer Bueno & Zion & Lennox),"['7qG3b048QCHVRO5Pv1T5lw', '5luyt0SUvGkDMY4ILP6Qhl', '21451j1KhjAiaYKflxBjr1']",False,0.684,0.823,-3.297,0.0773,0.0744,0.0,0.111,0.647,91.048,208163,2017,SUBEME LA RADIO (feat. Descemer Bueno & Zion & Lennox),184,2018-03-01,Enrique Iglesias,Hungary,1134.0,2018-03-01,2018,SUBEME LA RADIO (feat. Descemer Bueno & Zion & Lennox)
42956,0K7Dd9DP6fvOl0mrlX0aUa,Rich Boy,['4sTQVOfp9vEMCemLw50sbu'],False,0.738,0.901,-2.212,0.0452,0.0706,0.0139,0.0753,0.6459999999999999,109.987,183784,2017,Rich Boy,94,2017-02-17,Galantis,Finland,10683.0,2017-02-17,2017,Rich Boy
43098,3UrsMLv8Ksgav4qplZHyfW,翡翠の狼,['1snhtMLeb2DYoMOcVbb8iB'],False,0.741,0.893,-4.323,0.0373,0.5760000000000001,5.17e-06,0.312,0.965,121.009,230547,2017,翡翠の狼,154,2020-08-05,Kenshi Yonezu,Japan,29492.0,2020-08-05,2020,翡翠の狼
43125,7xmSBVIpcke2BKhnevn8Up,Todo Cambio,['4obzFoKoKRHIphyHzJ35G3'],False,0.76,0.877,-3.928,0.0555,0.0543,0.217,0.183,0.684,103.011,234027,2017,Todo Cambio,160,2017-03-03,Becky G,Portugal,2800.0,2017-03-03,2017,Todo Cambio
43152,5gSed1Fd3tdse60Gc0Uuoe,Cold,['2SrSdSvpminqmStGELCSNd'],True,0.732,0.974,-2.158,0.168,0.2019999999999999,0.0,0.0853,0.7170000000000001,137.905,156961,2017,Cold,198,2017-02-24,Stormzy,Austria,1715.0,2017-02-24,2017,Cold
43305,2QPUaxEdbxIQbnATYjTXLW,Educate Ya (feat. Jason Derulo),"['0TnOYISbd1XYRBk9myaseg', '07YZf4WDAMNwqr4jfgOZ8y']",False,0.777,0.821,-4.126,0.0954,0.0647,0.0,0.309,0.7290000000000001,122.039,213707,2017,Educate Ya (feat. Jason Derulo),195,2017-03-18,Pitbull,Japan,1230.0,2017-03-18,2017,Educate Ya (feat. Jason Derulo)
43306,25JsYHDRiRvxIddliGESTT,Cover up,['3qNVuliS40BLgXGxhdBdqu'],False,0.735,0.8809999999999999,-3.463,0.0504,0.0496,3.17e-06,0.0859,0.9,118.02,205982,2017,Cover up,127,2017-02-28,TAEYEON,Hong Kong,2693.0,2017-02-28,2017,Cover up
43354,1ASQSdVgFVwDMOAXn2Tvvh,Ready For You,['4Ui2kfOqGujY81UcPrb5KE'],False,0.715,0.775,-4.534,0.1989999999999999,0.115,0.0,0.161,0.7240000000000001,97.979,225293,2017,Ready For You,187,2017-07-07,HAIM,United Kingdom,42963.0,2017-07-07,2017,Ready For You
43381,53MHr9cjIlwet0mpmqNvjC,"Go Off (with Lil Uzi Vert, Quavo & Travis Scott)","['4O15NlyKLIASxsJ0PrXPfz', '0VRj0yCOv2FXJNP47XQnx5', '0Y5tJX1MQlPlqiwlOH1tJY']",False,0.733,0.777,-2.83,0.0791,0.0256,0.0,0.239,0.7240000000000001,88.494,217561,2017,"Go Off (with Lil Uzi Vert, Quavo & Travis Scott)",133,2020-05-01,Lil Uzi Vert,Saudi Arabia,1337.0,2020-05-01,2020,"Go Off (with Lil Uzi Vert, Quavo & Travis Scott)"
43573,71erjKYTDsvcuGKP5lp3Uc,Every Single Night,"['1tMBaN8Tm6dj9i67jayVUW', '3nQ59hkeciYoR6RreQL4Rv']",False,0.685,0.8959999999999999,-5.718,0.0334,0.0109,0.0,0.0242,0.765,115.023,223667,2017,Every Single Night,130,2017-03-17,"Computer Games, Darren Criss",Taiwan,3150.0,2017-03-17,2017,Every Single Night
43602,0V78U6QU3RJ8kjW41OBmRw,Todo Cambio (feat. CNCO),"['4obzFoKoKRHIphyHzJ35G3', '0eecdvMrqBftK0M1VKhaF4']",False,0.747,0.8690000000000001,-3.352,0.0655,0.1009999999999999,0.0203,0.228,0.7659999999999999,103.015,233840,2017,Todo Cambio (feat. CNCO),182,2017-04-18,Becky G,Ecuador,1504.0,2017-04-18,2017,Todo Cambio (feat. CNCO)
43661,0LOnyr7dtH8GQAVypvT98T,Peter Pan,['3kjuyTCjPG1WMFCiyc5IuB'],False,0.693,0.8140000000000001,-6.689,0.0392,0.25,0.000644,0.6759999999999999,0.8690000000000001,149.69,168893,2017,Peter Pan,103,2017-07-28,Arcade Fire,Belgium,4621.0,2017-07-28,2017,Peter Pan
43736,6bLopGnirdrilrpdVB6Um1,The Greatest,['5WUlDfRSoLAfcVSX1WnrxN'],False,0.639,0.785,-6.1670000000000025,0.174,0.0174,0.00107,0.0512,0.6859999999999999,191.95,210920,2016,The Greatest,190,2017-01-01,Sia,Argentina,14783.0,2017-01-01,2017,The Greatest
44630,0pSBuHjILhNEo55xK1zrRt,Rolex,['27mFvqQj8KpjmdKIqcw1mG'],False,0.804,0.8859999999999999,-2.512,0.04,0.0837,0.0,0.266,0.789,144.946,238587,2017,Rolex,182,2017-02-04,Ayo & Teo,Canada,17113.0,2017-02-04,2017,Rolex
46146,2kSKWLX5KaeFSkk34yNcJk,Like Your Style,['2a0uxJgbvvIRI4GX8pYfcr'],True,0.65,0.7759999999999999,-4.895,0.2739999999999999,0.147,0.0,0.127,0.71,89.12200000000001,176933,2017,Like Your Style,70,2017-05-12,J Hus,United Kingdom,102063.0,2017-05-12,2017,Like Your Style
46157,2vKVaAoTG6ag83gW3RHwIn,Spirit,['2a0uxJgbvvIRI4GX8pYfcr'],False,0.768,0.841,-4.742,0.166,0.206,8.950000000000001e-05,0.2239999999999999,0.769,101.994,214387,2017,Spirit,154,2018-03-01,J Hus,United Kingdom,46363.0,2018-03-01,2018,Spirit
46460,4qknM1pQz53QOyfDVTjcM9,Me Enamoré,['0EmeFodog0BfCgMzAIvKQp'],False,0.74,0.879,-2.251,0.105,0.193,8.25e-05,0.0928,0.948,103.71,226893,2017,Me Enamoré,195,2018-03-01,Shakira,Ecuador,2020.0,2018-03-01,2018,Me Enamoré
51715,6mICuAdrwEjh6Y6lroV2Kg,Chantaje (feat. Maluma),"['0EmeFodog0BfCgMzAIvKQp', '1r4hJ1h58CWwUQe3MxPuau']",False,0.852,0.773,-2.9210000000000003,0.0776,0.187,3.05e-05,0.159,0.907,102.034,195840,2017,Chantaje (feat. Maluma),1,2017-01-01,Shakira,Argentina,253019.0,2017-01-01,2017,Chantaje (feat. Maluma)
62336,6MFVCPU3QN3YqMjJz4mtFe,When a Woman,['0EmeFodog0BfCgMzAIvKQp'],False,0.6609999999999999,0.775,-2.9,0.085,0.118,0.000102,0.233,0.691,90.48,198107,2017,When a Woman,138,2017-05-26,Shakira,Colombia,5966.0,2017-05-26,2017,When a Woman
62337,5Qn56ssVeZJfNwDCme7Eo0,Amarillo,['0EmeFodog0BfCgMzAIvKQp'],False,0.833,0.78,-3.153,0.0351,0.4639999999999999,1.09e-06,0.146,0.93,130.92600000000002,219640,2017,Amarillo,106,2017-05-26,Shakira,Colombia,7117.0,2017-05-26,2017,Amarillo
62382,0sXvAOmXgjR2QUqLK1MltU,La Bicicleta,"['4vhNDa5ycK0ST968ek7kRr', '0EmeFodog0BfCgMzAIvKQp']",False,0.736,0.964,-2.147,0.129,0.198,2.32e-06,0.336,0.953,179.935,227707,2017,La Bicicleta,9,2017-01-01,"Carlos Vives, Shakira",Argentina,126389.0,2017-01-01,2017,La Bicicleta
67702,6Za3190Sbw39BBC77WSS1C,Criminal,"['1GDbiv3spRmZ1XdM1jQbT7', '1i8SpTcr7yvPOmcqrbnVXY']",False,0.8140000000000001,0.813,-3.023,0.0561,0.03,9.33e-05,0.255,0.8390000000000001,79.997,232550,2017,Criminal,10,2018-03-01,"Natti Natasha, Ozuna",Argentina,149071.0,2018-03-01,2018,Criminal
78908,7nD9nN3jord9wWcfW3Gkcm,All In My Head (Flex) (feat. Fetty Wap),"['1l8Fu6IkuTP0U5QetQJ5Xt', '6PXS4YHDkKvl1wkIl4V8DL']",False,0.6890000000000001,0.7909999999999999,-5.194,0.053,0.023,0.0,0.0526,0.755,95.04,210573,2016,All In My Head (Flex) (feat. Fetty Wap),191,2017-01-01,Fifth Harmony,Philippines,11300.0,2017-01-01,2017,All In My Head (Flex) (feat. Fetty Wap)
78910,4IO8X9W69dIQe0EC5ALXhq,Immortal,['1URnnhqYAYcrqrcwql10ft'],True,0.741,0.87,-3.494,0.503,0.00813,0.0,0.114,0.6629999999999999,184.194,254723,2019,Immortal,153,2019-11-01,21 Savage,Australia,34868.0,2019-11-01,2019,Immortal
79257,0N8Xztr4pBHJ7V0moJWhbO,愛を伝えたいだとか,['5kVZa4lFUmAQlBogl1fkd6'],False,0.6729999999999999,0.85,-5.021,0.0337,0.0345,1.14e-05,0.0943,0.7929999999999999,100.008,235241,2017,愛を伝えたいだとか,96,2018-03-01,Aimyon,Japan,6786.0,2018-03-01,2018,愛を伝えたいだとか
80213,49moLXpCwwantnF78yItWf,Fanfare,['7n2Ycct7Beij7Dj7meI4X0'],False,0.669,0.956,-2.49,0.126,0.0302,9.78e-06,0.0764,0.81,114.922,220240,2020,Fanfare,57,2020-06-19,TWICE,Japan,36818.0,2020-06-19,2020,Fanfare
80450,64yg3U7aGBZQjJiDBf1uqp,Magic,['2JyWXPbkqI5ZJa3gwqVa0c'],False,0.696,0.866,-3.695,0.0364,0.2339999999999999,2.97e-05,0.0584,0.764,106.983,173853,2018,Magic,190,2018-01-26,Craig David,Norway,12454.0,2018-01-26,2018,Magic
80452,60RZ7d1D4DeEdtzkjXrp77,Heartline,['2JyWXPbkqI5ZJa3gwqVa0c'],False,0.765,0.809,-3.527,0.0407,0.308,0.0,0.171,0.774,106.973,192893,2018,Heartline,192,2018-04-21,Craig David,Switzerland,4876.0,2018-04-21,2018,Heartline
80457,4px2WN1baOnjR7f5gKMqfF,Focus,['2JyWXPbkqI5ZJa3gwqVa0c'],False,0.635,0.928,-2.196,0.0309,0.0296,8.22e-06,0.2319999999999999,0.708,123.98,176653,2018,Focus,167,2018-01-26,Craig David,Ireland,4739.0,2018-01-26,2018,Focus
80459,4JNV7HMbKr28YZiUvQTfIy,Sólo Yo,['0eecdvMrqBftK0M1VKhaF4'],False,0.674,0.8109999999999999,-2.324,0.135,0.0984,0.0,0.0527,0.838,188.19,167987,2018,Sólo Yo,116,2018-04-06,CNCO,Argentina,20875.0,2018-04-06,2018,Sólo Yo
80555,2PYmyMAMlhX1eVevLo5A6n,Se Vuelve Loca,['0eecdvMrqBftK0M1VKhaF4'],False,0.7490000000000001,0.78,-4.307,0.0636,0.0196,0.0,0.0901,0.905,92.007,191667,2018,Se Vuelve Loca,46,2018-08-01,CNCO,Bolivia,2783.0,2018-08-01,2018,Se Vuelve Loca
81880,1uXbwHHfgsXcUKfSZw5ZJ0,Run the World (Girls),['6vWDO969PvNqNYHIOW5v0m'],False,0.733,0.899,-4.237,0.143,0.00496,4.72e-05,0.3720000000000001,0.76,127.086,236093,2011,Run the World (Girls),189,2017-01-01,Beyoncé,Sweden,12608.0,2017-01-01,2017,Run the World (Girls)
81897,4QQNLEpCHjwovArZsDIUD6,In My Cabana,['6aGmKxXoKrSdovRUn8MBhZ'],False,0.7659999999999999,0.833,-3.995,0.0446,0.113,2.730000000000001e-05,0.0802,0.939,138.037,172000,2018,In My Cabana,25,2018-03-01,Margaret,Sweden,81171.0,2018-03-01,2018,In My Cabana
82258,1rsAFUCa6BVMgRQ3FCQQsi,Boss,['3wyVrVrFCkukjdVIdirGVY'],True,0.8029999999999999,0.789,-3.434,0.0383,0.0304,0.0,0.3779999999999999,0.647,119.999,106021,2017,Boss,180,2017-11-01,Lil Pump,Canada,21089.0,2017-11-01,2017,Boss
82396,5ZUbSBnGDbmBGcH2l1575M,Un domani (feat. Mr.Rain),"['0EqkKYDK9EkKY5N7zU3FPv', '59MLbXG0jLVwJup3KAd6m1']",False,0.745,0.8320000000000001,-5.247999999999998,0.0906,0.226,0.0,0.118,0.8390000000000001,135.007,223827,2018,Un domani (feat. Mr.Rain),145,2018-09-01,Annalisa,Italy,34765.0,2018-09-01,2018,Un domani (feat. Mr.Rain)
82611,7wa1cHqTRdjXZuqo4iigj1,LOSER,['1snhtMLeb2DYoMOcVbb8iB'],False,0.679,0.931,-3.74,0.0474,0.00466,0.0,0.0652,0.962,121.001,243813,2017,LOSER,194,2019-01-08,Kenshi Yonezu,Taiwan,3933.0,2019-01-08,2019,LOSER
82720,145NeSTdAD6fJK8BByWCz4,春雷,['1snhtMLeb2DYoMOcVbb8iB'],False,0.693,0.8809999999999999,-3.176,0.0383,0.203,0.0,0.0553,0.8809999999999999,124.006,288893,2017,春雷,78,2020-08-05,Kenshi Yonezu,Japan,53033.0,2020-08-05,2020,春雷
82758,7xpD6IKiL8ldCg2WRzsb4K,愛麗絲(正式表記はAliceの中国語簡体字表記となります。),['1snhtMLeb2DYoMOcVbb8iB'],False,0.669,0.96,-3.019,0.0999,0.0103,0.0,0.106,0.7440000000000001,114.97,189760,2017,愛麗絲(正式表記はAliceの中国語簡体字表記となります。),100,2020-08-05,Kenshi Yonezu,Japan,39051.0,2020-08-05,2020,愛麗絲(正式表記はAliceの中国語簡体字表記となります。)
82902,04paQ37b9ea8jLFAPQrRMh,Jungle (feat. E-40 & Abraham Mateo),"['0TnOYISbd1XYRBk9myaseg', '6RqG6OjPJVHi1RAcXTxglq', '3crnzLy8R4lVwaigKEOz7V', '2bxxlINUlcMQQb39K7IopR']",False,0.7959999999999999,0.84,-4.285,0.15,0.0302,0.0,0.0676,0.8420000000000001,114.935,209453,2017,Jungle (feat. E-40 & Abraham Mateo),185,2017-11-10,"Pitbull, Stereotypes",Austria,2407.0,2017-11-10,2017,Jungle (feat. E-40 & Abraham Mateo)
82912,249c7UYQRwLb8tUykq8IwX,Sauce,['31TPClRtHm23RisEBtV3X7'],False,0.727,0.85,-4.965,0.0401,0.0598,0.000109,0.312,0.8009999999999999,113.019,245080,2018,Sauce,100,2018-02-02,Justin Timberlake,Canada,36103.0,2018-02-02,2018,Sauce
82964,1g61lRiAj3Nwc8ZGtEum8s,My Way,"['7jlMwr0xUcRO1xS6WjkkUT', '55fhWPvDiMpLnE4ZzNXZyW']",False,0.747,0.867,-3.5610000000000004,0.0392,0.00894,0.00267,0.063,0.7909999999999999,124.013,172447,2017,My Way,113,2018-03-01,"One Bit, Noah Cyrus",Ireland,4243.0,2018-03-01,2018,My Way
83481,0zCKuE6FtcrH9PdZtCdyXP,Multi Millionaire (feat. Lil Uzi Vert),"['3wyVrVrFCkukjdVIdirGVY', '4O15NlyKLIASxsJ0PrXPfz']",True,0.856,0.82,-3.813,0.0962,0.0226,0.0,0.168,0.723,146.009,170959,2019,Multi Millionaire (feat. Lil Uzi Vert),134,2019-02-22,Lil Pump,Iceland,1183.0,2019-02-22,2019,Multi Millionaire (feat. Lil Uzi Vert)
83491,1BuTNbYxxFYezD1tT8AJR9,MOVE TO MIAMI,"['7qG3b048QCHVRO5Pv1T5lw', '0TnOYISbd1XYRBk9myaseg']",False,0.759,0.871,-3.978,0.0481,0.0325,1.03e-06,0.0721,0.895,99.977,169380,2018,MOVE TO MIAMI,133,2018-05-04,"Enrique Iglesias, Pitbull",Austria,4050.0,2018-05-04,2018,MOVE TO MIAMI
84002,0SQN1rxWySXy2K2imvcpTr,Don't Matter Now,['2ysnwxxNtSgbb9t1m2Ur4j'],False,0.634,0.8540000000000001,-2.698,0.0525,0.239,7.36e-06,0.335,0.8340000000000001,95.011,176089,2018,Don't Matter Now,151,2018-04-01,George Ezra,United Kingdom,47200.0,2018-04-01,2018,Don't Matter Now
84025,197haCqQ3ehyUC6jmTC9cj,Get Away,['2ysnwxxNtSgbb9t1m2Ur4j'],False,0.691,0.8959999999999999,-4.882,0.0796,0.0912,0.0,0.124,0.94,140.069,154342,2018,Get Away,176,2018-04-01,George Ezra,United Kingdom,43335.0,2018-04-01,2018,Get Away
84041,38zwkK6TtTjIW9tpYBfZ3D,Paradise,['2ysnwxxNtSgbb9t1m2Ur4j'],False,0.642,0.8809999999999999,-3.537,0.0393,0.209,0.0,0.21,0.913,138.03,222045,2018,Paradise,22,2018-04-01,George Ezra,Austria,8435.0,2018-04-01,2018,Paradise
86141,1dYsWkZVRBfcubJjiqYdj1,Triple S,['4Xi6LSfFqv26XgP9NKN26U'],True,0.722,0.8270000000000001,-6.5360000000000005,0.165,0.00672,0.0,0.3720000000000001,0.715,158.985,162775,2019,Triple S,85,2019-02-08,AJ Tracey,United Kingdom,98693.0,2019-02-08,2019,Triple S
86151,51H2y6YrNNXcy3dfc3qSbA,When Doves Cry,['5a2EaR3hamoenG9rDuVn8j'],False,0.7290000000000001,0.989,-4.613,0.049,0.0102,4.45e-05,0.4429999999999999,0.84,126.47,352906,1984,When Doves Cry,180,2017-02-13,Prince,United Kingdom,37173.0,2017-02-13,2017,When Doves Cry
86394,7pCCfsBCazRimSYu8zmf7c,きみのみかた,['7Gh6fW49xfXLP8DTWaLVJP'],False,0.7390000000000001,0.907,-1.2009999999999998,0.0428,0.022,0.4539999999999999,0.322,0.897,106.285,184622,2018,きみのみかた,104,2018-05-01,Kyary Pamyu Pamyu,Japan,6712.0,2018-05-01,2018,きみのみかた
86439,7uzmGiiJyRfuViKKK3lVmR,Mine,['4GvEc3ANtPPjt1ZJllr5Zl'],True,0.71,0.789,-3.874,0.0722,0.0161,2.77e-06,0.451,0.7170000000000001,142.929,131064,2018,Mine,74,2018-05-01,Bazzi,Italy,50615.0,2018-05-01,2018,Mine
92382,645YBsxhFPSOKxGep3uHLv,Love Maze,['3Nrfpe0tUJi4K4DXYWgMUX'],False,0.636,0.8759999999999999,-4.652,0.0617,0.0487,0.0,0.0728,0.759,149.93200000000004,221529,2018,Love Maze,92,2018-06-01,BTS,Indonesia,15474.0,2018-06-01,2018,Love Maze
92855,1trFxVLL8WKhYap543e74l,Airplane pt.2,['3Nrfpe0tUJi4K4DXYWgMUX'],False,0.769,0.8170000000000001,-4.092,0.0339,0.0268,9.95e-05,0.084,0.866,139.97899999999998,218615,2018,Airplane pt.2,96,2018-06-01,BTS,Hong Kong,3072.0,2018-06-01,2018,Airplane pt.2
94180,4lRwa7PKcGIuJMwtPIYKdy,Anpanman,['3Nrfpe0tUJi4K4DXYWgMUX'],False,0.813,0.875,-2.92,0.0918,0.0237,0.0,0.288,0.7559999999999999,99.004,232966,2018,Anpanman,152,2018-06-01,BTS,Hong Kong,2576.0,2018-06-01,2018,Anpanman
95148,4vgpwBnF0ZuhoID7lmGEyf,De la Mia Personal,['6XFITTl7cFTdopDY3lUdlY'],False,0.8009999999999999,0.8420000000000001,-4.092,0.0618,0.183,0.0,0.15,0.649,93.031,223775,2018,De la Mia Personal,177,2018-07-07,J Alvarez,Chile,14323.0,2018-07-07,2018,De la Mia Personal
95177,7IZbZF1ZtcGUmZNpOV4JyJ,Esa Boquita - Remix,"['6XFITTl7cFTdopDY3lUdlY', '21451j1KhjAiaYKflxBjr1']",False,0.745,0.77,-3.294,0.144,0.3339999999999999,0.0,0.0843,0.949,180.042,228521,2018,Esa Boquita - Remix,192,2018-04-01,"J Alvarez, Zion & Lennox",Chile,11968.0,2018-04-01,2018,Esa Boquita - Remix
95179,0ZZhzq6fmHO6hX5rx6eEPj,To the Max,"['47z7ZrgFoBvVpCnElCE3Zh', '2ZXnTEyYopSLCDiz5Z0XIf', '3FNZcjyqT7F5upP99JV0oN', '7rnzdGq1qPizursGNI1P0V', '1Rpp9XZ2UUDmW81JvQP1at']",False,0.912,0.931,-3.713,0.124,0.00998,3.56e-06,0.0388,0.828,130.046,216412,2018,To the Max,169,2018-07-08,"Yellow Claw, MC Kekel, Lil Debbie, Bok Nero, MC Gustta",Turkey,9956.0,2018-07-08,2018,To the Max
95201,6ipp8Dhs33KinlF4BStgca,Justicia,"['3OcvS8PzSGYMBvLdzY6g3e', '1GDbiv3spRmZ1XdM1jQbT7']",False,0.809,0.899,-1.098,0.103,0.0431,0.0,0.171,0.733,95.016,209227,2018,Justicia,200,2018-07-01,"Silvestre Dangond, Natti Natasha",Colombia,4028.0,2018-07-01,2018,Justicia
97735,78Nyf6RlqBANlMhSnKyClT,Pretend,['0eecdvMrqBftK0M1VKhaF4'],False,0.68,0.883,-3.862,0.103,0.284,0.0,0.14,0.8340000000000001,101.983,200566,2019,Pretend,160,2019-03-01,CNCO,Bolivia,1507.0,2019-03-01,2019,Pretend
98143,1NX3nkD48kz4BLgxUhtt5s,Gin and Drugs (feat. Problem),"['137W8MRPWKqSmrBGDBFSop', '0399oiMcmbOzzsYQDNYqxn']",True,0.8290000000000001,0.8029999999999999,-4.1530000000000005,0.258,0.131,0.0,0.636,0.7659999999999999,98.968,153757,2018,Gin and Drugs (feat. Problem),160,2018-07-13,Wiz Khalifa,United States,270518.0,2018-07-13,2018,Gin and Drugs (feat. Problem)
98145,5KawlOMHjWeUjQtnuRs22c,Boy With Luv (feat. Halsey),"['3Nrfpe0tUJi4K4DXYWgMUX', '26VFTg2z8YR0cCuwLzESi2']",False,0.645,0.862,-4.757,0.0965,0.0923,0.0,0.192,0.7979999999999999,119.991,229773,2019,Boy With Luv (feat. Halsey),84,2020-05-01,BTS,Hong Kong,3597.0,2020-05-01,2020,Boy With Luv (feat. Halsey)
114158,2QoDAlMnML5haTXvYRS86X,Ready To Let Go,['26T3LtbuGT1Fu9m0eRq5X3'],False,0.72,0.893,-3.279,0.0376,0.0109,2.52e-05,0.0729,0.795,100.96,187973,2019,Ready To Let Go,167,2019-02-01,Cage The Elephant,Portugal,4051.0,2019-02-01,2019,Ready To Let Go
114160,4XEXrp37kZXpQTB2r5vWbS,Canalla,"['5lwmRuXgjX8xIwlnauTZIP', '4RnIr0AAau1SBJMbjJ9poC']",False,0.878,0.875,-1.457,0.0452,0.146,0.0,0.145,0.903,130.019,225387,2019,Canalla,158,2020-05-02,"Romeo Santos, El Chaval de la Bachata",Dominican Republic,1835.0,2020-05-02,2020,Canalla
114599,2zHgz7X52WqdckhjMJj6mt,ileso,"['5lwmRuXgjX8xIwlnauTZIP', '2ElpWA67jmhM6LrDav4Jcy']",False,0.747,0.8270000000000001,-3.019,0.032,0.126,4.44e-05,0.0945,0.958,151.015,217573,2019,ileso,184,2020-05-03,"Romeo Santos, Teodoro Reyes",Dominican Republic,1575.0,2020-05-03,2020,ileso
114922,2swZ0X1njeU32SNJeBKIfW,Inmortal,['1qto4hHid1P71emI6Fd8xi'],False,0.77,0.775,-4.65,0.0349,0.178,0.0,0.0651,0.848,124.013,256440,2019,Inmortal,155,2020-05-01,Aventura,Dominican Republic,1916.0,2020-05-01,2020,Inmortal
116880,3oXtaDtTeIV4SgN8OtC2dm,ONLY YOU,['5qRSs6mvI17zrkJpOHkCoM'],False,0.818,0.785,-3.17,0.0483,0.221,0.0,0.1689999999999999,0.878,114.981,212157,2018,ONLY YOU,118,2018-08-02,iKON,Thailand,3183.0,2018-08-02,2018,ONLY YOU
